名称,アドレス,築年数,構造,間取り,面積,家賃,管理費,敷金,礼金,階数,lat,lon,url
東急東横線 学芸大学駅 5階建 新築,東京都目黒区鷹番３,2,地下1地上18階建,1LDK,41.98m2,20.2,12000,20.2,20.2,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 学芸大学駅 5階建 新築,東京都目黒区鷹番３,2,地下1地上18階建,1LDK,41.98m2,20.4,12000,20.4,20.4,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 学芸大学駅 5階建 新築,東京都目黒区鷹番３,2,地下1地上18階建,2LDK,40.84m2,20.4,12000,20.4,20.4,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 学芸大学駅 5階建 新築,東京都目黒区鷹番３,2,地下1地上18階建,1LDK,41.98m2,21.2,12000,21.2,21.2,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 学芸大学駅 5階建 新築,東京都目黒区鷹番３,2,地下1地上18階建,2LDK,40.6m2,21.7,12000,21.7,21.7,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
クレイノカーサ学芸大学,東京都目黒区鷹番１,2,地下1地上18階建,1LDK,32.64m2,13.8,5500,-,13.8,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
オルム上目黒,東京都目黒区上目黒４,2,地下1地上18階建,2LDK,61.95m2,28.3,6000,28.3,28.3,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
グリーンロード中目黒,東京都目黒区上目黒２,2,地下1地上18階建,1LDK,40.23m2,17.3,7000,17.3,17.3,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 中目黒駅 4階建 築6年,東京都目黒区上目黒２,2,地下1地上18階建,1LDK,40.23m2,17.3,7000,17.3,17.3,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
グランデュオ柿の木坂,東京都目黒区柿の木坂１,2,地下1地上18階建,1LDK,41.71m2,17.4,12000,-,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 都立大学駅 地下1地上2階建 築3年,東京都目黒区柿の木坂１,2,地下1地上18階建,1LDK,42.23m2,17.4,12000,-,-,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急田園都市線 池尻大橋駅 地下1地上4階建 新築,東京都目黒区東山３,2,地下1地上18階建,1LDK,40.32m2,20,12000,20,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急田園都市線 池尻大橋駅 地下1地上4階建 新築,東京都目黒区東山３,2,地下1地上18階建,2DK,44.07m2,22,12000,22,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急田園都市線 池尻大橋駅 地下1地上4階建 新築,東京都目黒区東山３,2,地下1地上18階建,1SLDK,48.8m2,24.6,12000,24.6,-,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急田園都市線 池尻大橋駅 地下1地上4階建 新築,東京都目黒区東山３,2,地下1地上18階建,1SLDK,48.8m2,24.7,12000,24.7,-,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急田園都市線 池尻大橋駅 地下1地上4階建 新築,東京都目黒区東山３,2,地下1地上18階建,1LDK,64.56m2,26.3,20000,26.3,-,B1-1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
Primo目黒,東京都目黒区下目黒２,2,地下1地上18階建,1LDK,42.83m2,18.6,6000,18.6,37.2,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
レガリアレジデンス自由が丘イクス,東京都目黒区緑が丘１,2,地下1地上18階建,1SLDK,60.61m2,21,10000,21,21,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＪＲ山手線 目黒駅 4階建 築3年,東京都目黒区下目黒２,2,地下1地上18階建,1LDK,42.83m2,18.6,6000,18.6,37.2,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＪＲ山手線 目黒駅 10階建 築24年,東京都目黒区目黒１,2,地下1地上18階建,2LDK,66.15m2,27.9,8000,27.9,27.9,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＪＲ山手線 目黒駅 10階建 築24年,東京都目黒区目黒１,2,地下1地上18階建,2LDK,60.5m2,28.2,8000,28.2,28.2,5階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＪＲ山手線 目黒駅 10階建 築24年,東京都目黒区目黒１,2,地下1地上18階建,2LDK,68.97m2,29,8000,29,29,8階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＪＲ山手線 目黒駅 10階建 築24年,東京都目黒区目黒１,2,地下1地上18階建,2LDK,66.15m2,29.2,8000,29.2,29.2,8階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＪＲ山手線 目黒駅 10階建 築24年,東京都目黒区目黒１,2,地下1地上18階建,3LDK,70.67m2,29.8,8000,29.8,29.8,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＪＲ山手線 目黒駅 10階建 築24年,東京都目黒区目黒１,2,地下1地上18階建,3LDK,70.67m2,32,8000,32,32,7階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＬＵＯＲＥ武蔵小山,東京都目黒区目黒本町５,2,地下1地上18階建,ワンルーム,25.3m2,10.5,8000,10.5,10.5,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＬＵＯＲＥ武蔵小山,東京都目黒区目黒本町５,2,地下1地上18階建,1LDK,40m2,16.4,12000,16.4,16.4,4階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
コーリス・ビリーデス,東京都目黒区緑が丘１,2,地下1地上18階建,1LDK,45.75m2,14.3,2000,14.3,14.3,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
マノワール小滝園,東京都目黒区目黒３,2,地下1地上18階建,4SLDK,113.3m2,45,10000,90,45,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ボヌールＲＥＩＷＡ,東京都目黒区中根２,2,地下1地上18階建,1LDK,33.03m2,15.2,5000,15.2,15.2,3階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急目黒線 西小山駅 3階建 築2年,東京都目黒区洗足１,2,地下1地上18階建,1LDK,28.98m2,12.2,4000,-,12.2,2階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
ＪＲ山手線 恵比寿駅 3階建 築6年,東京都目黒区三田２,2,地下1地上18階建,1LDK,21.71m2,11.3,5000,11.3,11.3,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
東急東横線 学芸大学駅 3階建 築6年,東京都目黒区鷹番１,2,地下1地上18階建,1LDK,32.64m2,13.8,5500,-,13.8,1階,35.681236,139.767125,https://suumo.jp/library/tf_13/sc_13110/to_1001805914/?bs=040
